msg_size time time_norm
24200 0.140000 0.000070
24300 0.150000 0.000075
24400 0.160000 0.000080
24500 0.140000 0.000070
24600 0.160000 0.000080
24700 0.150000 0.000075
24800 0.160000 0.000080
24900 0.140000 0.000070
25000 0.160000 0.000080
25100 0.160000 0.000080
25200 0.160000 0.000080
25300 0.170000 0.000085
25400 0.150000 0.000075
25500 0.160000 0.000080
25600 0.160000 0.000080
25700 0.160000 0.000080
25800 0.160000 0.000080
25900 0.160000 0.000080
26000 0.160000 0.000080
26100 0.160000 0.000080
26200 0.160000 0.000080
26300 0.150000 0.000075
26400 0.170000 0.000085
26500 0.160000 0.000080
26600 0.160000 0.000080
26700 0.160000 0.000080
26800 0.170000 0.000085
26900 0.160000 0.000080
27000 0.160000 0.000080
27100 0.160000 0.000080
27200 0.160000 0.000080
27300 0.170000 0.000085
27400 0.170000 0.000085
27500 0.160000 0.000080
27600 0.160000 0.000080
27700 0.160000 0.000080
27800 0.170000 0.000085
27900 0.170000 0.000085
28000 0.170000 0.000085
28100 0.170000 0.000085
28200 0.160000 0.000080
28300 0.160000 0.000080
28400 0.170000 0.000085
28500 0.160000 0.000080
28600 0.170000 0.000085
28700 0.170000 0.000085
28800 0.170000 0.000085
28900 0.170000 0.000085
29000 0.180000 0.000090
29100 0.180000 0.000090
29200 0.180000 0.000090
29300 0.180000 0.000090
29400 0.170000 0.000085
29500 0.190000 0.000095
29600 0.180000 0.000090
29700 0.180000 0.000090
29800 0.180000 0.000090
29900 0.190000 0.000095
30000 0.170000 0.000085
30100 0.190000 0.000095
30200 0.190000 0.000095
30300 0.180000 0.000090
30400 0.180000 0.000090
30500 0.190000 0.000095
30600 0.180000 0.000090
30700 0.180000 0.000090
30800 0.190000 0.000095
30900 0.190000 0.000095
31000 0.190000 0.000095
31100 0.180000 0.000090
31200 0.190000 0.000095
31300 0.190000 0.000095
31400 0.180000 0.000090
31500 0.190000 0.000095
31600 0.190000 0.000095
31700 0.180000 0.000090
31800 0.200000 0.000100
31900 0.190000 0.000095
32000 0.180000 0.000090
32100 0.200000 0.000100
32200 0.190000 0.000095
32300 0.200000 0.000100
32400 0.180000 0.000090
32500 0.200000 0.000100
32600 0.190000 0.000095
32700 0.200000 0.000100
32800 0.200000 0.000100
32900 0.200000 0.000100
33000 0.190000 0.000095
33100 0.210000 0.000105
33200 0.190000 0.000095
33300 0.200000 0.000100
33400 0.210000 0.000105
33500 0.190000 0.000095
33600 0.210000 0.000105
33700 0.210000 0.000105
33800 0.200000 0.000100
33900 0.200000 0.000100
34000 0.210000 0.000105
34100 0.210000 0.000105
34200 0.190000 0.000095
34300 0.200000 0.000100
34400 0.210000 0.000105
34500 0.210000 0.000105
34600 0.210000 0.000105
34700 0.210000 0.000105
34800 0.200000 0.000100
34900 0.210000 0.000105
35000 0.210000 0.000105
35100 0.210000 0.000105
35200 0.200000 0.000100
35300 0.210000 0.000105
35400 0.210000 0.000105
35500 0.200000 0.000100
35600 0.210000 0.000105
35700 0.210000 0.000105
35800 0.200000 0.000100
35900 0.220000 0.000110
36000 0.200000 0.000100
36100 0.210000 0.000105
36200 0.210000 0.000105
36300 0.200000 0.000100
36400 0.210000 0.000105
36500 0.210000 0.000105
36600 0.210000 0.000105
36700 0.210000 0.000105
36800 0.210000 0.000105
36900 0.210000 0.000105
37000 0.210000 0.000105
37100 0.230000 0.000115
37200 0.220000 0.000110
37300 0.230000 0.000115
37400 0.220000 0.000110
37500 0.230000 0.000115
37600 0.230000 0.000115
37700 0.230000 0.000115
37800 0.220000 0.000110
37900 0.230000 0.000115
38000 0.230000 0.000115
38100 0.230000 0.000115
38200 0.220000 0.000110
38300 0.230000 0.000115
38400 0.230000 0.000115
38500 0.230000 0.000115
38600 0.230000 0.000115
38700 0.220000 0.000110
38800 0.230000 0.000115
38900 0.230000 0.000115
39000 0.220000 0.000110
39100 0.230000 0.000115
39200 0.220000 0.000110
39300 0.240000 0.000120
39400 0.220000 0.000110
39500 0.230000 0.000115
39600 0.220000 0.000110
39700 0.230000 0.000115
39800 0.220000 0.000110
39900 0.230000 0.000115
40000 0.220000 0.000110
40100 0.230000 0.000115
40200 0.230000 0.000115
40300 0.230000 0.000115
40400 0.230000 0.000115
40500 0.230000 0.000115
40600 0.230000 0.000115
40700 0.230000 0.000115
40800 0.230000 0.000115
40900 0.230000 0.000115
41000 0.230000 0.000115
41100 0.240000 0.000120
41200 0.230000 0.000115
41300 0.240000 0.000120
41400 0.240000 0.000120
41500 0.230000 0.000115
41600 0.240000 0.000120
41700 0.240000 0.000120
41800 0.250000 0.000125
41900 0.240000 0.000120
42000 0.240000 0.000120
42100 0.240000 0.000120
42200 0.240000 0.000120
42300 0.250000 0.000125
42400 0.240000 0.000120
42500 0.240000 0.000120
42600 0.240000 0.000120
42700 0.250000 0.000125
42800 0.240000 0.000120
42900 0.240000 0.000120
43000 0.240000 0.000120
43100 0.240000 0.000120
43200 0.250000 0.000125
43300 0.240000 0.000120
43400 0.250000 0.000125
43500 0.250000 0.000125
43600 0.240000 0.000120
43700 0.250000 0.000125
43800 0.250000 0.000125
43900 0.250000 0.000125
44000 0.240000 0.000120
44100 0.250000 0.000125
44200 0.250000 0.000125
44300 0.250000 0.000125
44400 0.250000 0.000125
44500 0.250000 0.000125
44600 0.250000 0.000125
44700 0.250000 0.000125
44800 0.260000 0.000130
44900 0.250000 0.000125
45000 0.250000 0.000125
45100 0.260000 0.000130
45200 0.250000 0.000125
45300 0.260000 0.000130
45400 0.260000 0.000130
45500 0.260000 0.000130
45600 0.250000 0.000125
45700 0.270000 0.000135
45800 0.260000 0.000130
45900 0.260000 0.000130
46000 0.260000 0.000130
46100 0.260000 0.000130
46200 0.270000 0.000135
46300 0.260000 0.000130
46400 0.260000 0.000130
46500 0.270000 0.000135
46600 0.260000 0.000130
46700 0.260000 0.000130
46800 0.270000 0.000135
46900 0.260000 0.000130
47000 0.270000 0.000135
47100 0.260000 0.000130
47200 0.270000 0.000135
47300 0.270000 0.000135
47400 0.260000 0.000130
47500 0.270000 0.000135
47600 0.270000 0.000135
47700 0.270000 0.000135
47800 0.270000 0.000135
47900 0.270000 0.000135
48000 0.270000 0.000135
48100 0.270000 0.000135
48200 0.270000 0.000135
48300 0.270000 0.000135
48400 0.270000 0.000135
48500 0.270000 0.000135
48600 0.270000 0.000135
48700 0.270000 0.000135
48800 0.270000 0.000135
48900 0.270000 0.000135
49000 0.280000 0.000140
49100 0.270000 0.000135
49200 0.270000 0.000135
49300 0.280000 0.000140
49400 0.280000 0.000140
49500 0.280000 0.000140
49600 0.280000 0.000140
49700 0.280000 0.000140
49800 0.280000 0.000140
49900 0.280000 0.000140
50000 0.290000 0.000145
50100 0.280000 0.000140
50200 0.280000 0.000140
50300 0.290000 0.000145
50400 0.280000 0.000140
50500 0.290000 0.000145
50600 0.280000 0.000140
50700 0.290000 0.000145
50800 0.290000 0.000145
50900 0.280000 0.000140
51000 0.290000 0.000145
51100 0.290000 0.000145
51200 0.280000 0.000140
51300 0.290000 0.000145
51400 0.290000 0.000145
51500 0.290000 0.000145
51600 0.290000 0.000145
51700 0.290000 0.000145
51800 0.290000 0.000145
51900 0.290000 0.000145
52000 0.280000 0.000140
52100 0.290000 0.000145
52200 0.290000 0.000145
52300 0.290000 0.000145
52400 0.290000 0.000145
52500 0.290000 0.000145
52600 0.290000 0.000145
52700 0.300000 0.000150
52800 0.290000 0.000145
52900 0.300000 0.000150
53000 0.290000 0.000145
53100 0.300000 0.000150
53200 0.290000 0.000145
53300 0.300000 0.000150
53400 0.300000 0.000150
53500 0.300000 0.000150
53600 0.300000 0.000150
53700 0.300000 0.000150
53800 0.300000 0.000150
53900 0.310000 0.000155
54000 0.300000 0.000150
54100 0.310000 0.000155
54200 0.300000 0.000150
54300 0.310000 0.000155
54400 0.300000 0.000150
54500 0.310000 0.000155
54600 0.310000 0.000155
54700 0.300000 0.000150
54800 0.310000 0.000155
54900 0.310000 0.000155
55000 0.300000 0.000150
55100 0.310000 0.000155
55200 0.310000 0.000155
55300 0.310000 0.000155
55400 0.300000 0.000150
55500 0.310000 0.000155
55600 0.310000 0.000155
55700 0.310000 0.000155
55800 0.310000 0.000155
55900 0.310000 0.000155
56000 0.310000 0.000155
56100 0.310000 0.000155
56200 0.310000 0.000155
56300 0.310000 0.000155
56400 0.310000 0.000155
56500 0.320000 0.000160
56600 0.310000 0.000155
56700 0.310000 0.000155
56800 0.320000 0.000160
56900 0.310000 0.000155
57000 0.310000 0.000155
57100 0.320000 0.000160
57200 0.320000 0.000160
57300 0.320000 0.000160
57400 0.310000 0.000155
57500 0.320000 0.000160
57600 0.320000 0.000160
57700 0.320000 0.000160
57800 0.320000 0.000160
57900 0.320000 0.000160
58000 0.330000 0.000165
58100 0.320000 0.000160
58200 0.330000 0.000165
58300 0.320000 0.000160
58400 0.330000 0.000165
58500 0.330000 0.000165
58600 0.330000 0.000165
58700 0.330000 0.000165
58800 0.330000 0.000165
58900 0.320000 0.000160
59000 0.330000 0.000165
59100 0.330000 0.000165
59200 0.330000 0.000165
59300 0.330000 0.000165
59400 0.320000 0.000160
59500 0.340000 0.000170
59600 0.330000 0.000165
59700 0.330000 0.000165
59800 0.330000 0.000165
59900 0.330000 0.000165
60000 0.340000 0.000170
60100 0.330000 0.000165
60200 0.330000 0.000165
60300 0.330000 0.000165
60400 0.330000 0.000165
60500 0.340000 0.000170
60600 0.330000 0.000165
60700 0.340000 0.000170
60800 0.330000 0.000165
60900 0.330000 0.000165
61000 0.340000 0.000170
61100 0.340000 0.000170
61200 0.340000 0.000170
61300 0.340000 0.000170
61400 0.330000 0.000165
61500 0.340000 0.000170
61600 0.340000 0.000170
61700 0.340000 0.000170
61800 0.340000 0.000170
61900 0.350000 0.000175
62000 0.340000 0.000170
62100 0.350000 0.000175
62200 0.350000 0.000175
62300 0.340000 0.000170
62400 0.350000 0.000175
62500 0.350000 0.000175
62600 0.350000 0.000175
62700 0.350000 0.000175
62800 0.350000 0.000175
62900 0.350000 0.000175
63000 0.350000 0.000175
63100 0.350000 0.000175
63200 0.340000 0.000170
63300 0.340000 0.000170
63400 0.350000 0.000175
63500 0.350000 0.000175
63600 0.350000 0.000175
63700 0.350000 0.000175
63800 0.360000 0.000180
63900 0.350000 0.000175
64000 0.360000 0.000180
64100 0.350000 0.000175
64200 0.360000 0.000180
64300 0.360000 0.000180
64400 0.350000 0.000175
64500 0.360000 0.000180
64600 0.360000 0.000180
64700 0.360000 0.000180
64800 0.350000 0.000175
64900 0.350000 0.000175
65000 0.360000 0.000180
65100 0.360000 0.000180
65200 0.360000 0.000180
65300 0.360000 0.000180
65400 0.360000 0.000180
65500 0.370000 0.000185
65600 0.360000 0.000180
65700 0.370000 0.000185
65800 0.360000 0.000180
65900 0.370000 0.000185
66000 0.370000 0.000185
66100 0.370000 0.000185
66200 0.370000 0.000185
66300 0.370000 0.000185
66400 0.380000 0.000190
66500 0.370000 0.000185
66600 0.370000 0.000185
66700 0.380000 0.000190
66800 0.370000 0.000185
66900 0.370000 0.000185
67000 0.370000 0.000185
67100 0.380000 0.000190
67200 0.370000 0.000185
67300 0.380000 0.000190
67400 0.370000 0.000185
67500 0.380000 0.000190
67600 0.370000 0.000185
67700 0.380000 0.000190
67800 0.380000 0.000190
67900 0.370000 0.000185
68000 0.380000 0.000190
68100 0.380000 0.000190
68200 0.370000 0.000185
68300 0.380000 0.000190
68400 0.380000 0.000190
68500 0.380000 0.000190
68600 0.380000 0.000190
68700 0.380000 0.000190
68800 0.380000 0.000190
68900 0.380000 0.000190
69000 0.380000 0.000190
69100 0.380000 0.000190
69200 0.380000 0.000190
69300 0.390000 0.000195
69400 0.380000 0.000190
69500 0.390000 0.000195
69600 0.380000 0.000190
69700 0.390000 0.000195
69800 0.380000 0.000190
69900 0.380000 0.000190
70000 0.390000 0.000195
70100 0.390000 0.000195
70200 0.390000 0.000195
70300 0.400000 0.000200
70400 0.390000 0.000195
70500 0.390000 0.000195
70600 0.400000 0.000200
70700 0.390000 0.000195
70800 0.390000 0.000195
70900 0.390000 0.000195
71000 0.390000 0.000195
71100 0.390000 0.000195
71200 0.400000 0.000200
71300 0.390000 0.000195
71400 0.400000 0.000200
71500 0.390000 0.000195
71600 0.400000 0.000200
71700 0.400000 0.000200
71800 0.390000 0.000195
71900 0.400000 0.000200
72000 0.400000 0.000200
72100 0.400000 0.000200
72200 0.400000 0.000200
72300 0.400000 0.000200
72400 0.400000 0.000200
72500 0.400000 0.000200
72600 0.400000 0.000200
72700 0.400000 0.000200
72800 0.400000 0.000200
72900 0.400000 0.000200
73000 0.400000 0.000200
73100 0.410000 0.000205
73200 0.400000 0.000200
73300 0.400000 0.000200
73400 0.410000 0.000205
73500 0.400000 0.000200
73600 0.410000 0.000205
73700 0.410000 0.000205
73800 0.410000 0.000205
73900 0.410000 0.000205
74000 0.400000 0.000200
74100 0.410000 0.000205
74200 0.410000 0.000205
74300 0.410000 0.000205
74400 0.420000 0.000210
74500 0.410000 0.000205
74600 0.410000 0.000205
74700 0.420000 0.000210
74800 0.420000 0.000210
74900 0.410000 0.000205
75000 0.420000 0.000210
75100 0.410000 0.000205
75200 0.420000 0.000210
75300 0.420000 0.000210
75400 0.410000 0.000205
75500 0.420000 0.000210
75600 0.420000 0.000210
75700 0.420000 0.000210
75800 0.410000 0.000205
75900 0.420000 0.000210
76000 0.420000 0.000210
76100 0.420000 0.000210
76200 0.420000 0.000210
76300 0.420000 0.000210
76400 0.420000 0.000210
76500 0.430000 0.000215
76600 0.420000 0.000210
76700 0.420000 0.000210
76800 0.420000 0.000210
76900 0.420000 0.000210
77000 0.420000 0.000210
77100 0.420000 0.000210
77200 0.420000 0.000210
77300 0.420000 0.000210
77400 0.430000 0.000215
77500 0.430000 0.000215
77600 0.430000 0.000215
77700 0.430000 0.000215
77800 0.430000 0.000215
77900 0.430000 0.000215
78000 0.430000 0.000215
78100 0.430000 0.000215
78200 0.430000 0.000215
78300 0.440000 0.000220
78400 0.440000 0.000220
78500 0.430000 0.000215
78600 0.440000 0.000220
78700 0.440000 0.000220
78800 0.430000 0.000215
78900 0.440000 0.000220
79000 0.440000 0.000220
79100 0.440000 0.000220
79200 0.440000 0.000220
79300 0.430000 0.000215
79400 0.440000 0.000220
79500 0.440000 0.000220
79600 0.440000 0.000220
79700 0.440000 0.000220
79800 0.440000 0.000220
79900 0.440000 0.000220
80000 0.450000 0.000225
80100 0.450000 0.000225
80200 0.440000 0.000220
80300 0.450000 0.000225
80400 0.440000 0.000220
80500 0.440000 0.000220
80600 0.440000 0.000220
80700 0.450000 0.000225
80800 0.440000 0.000220
80900 0.450000 0.000225
81000 0.440000 0.000220
81100 0.440000 0.000220
81200 0.450000 0.000225
81300 0.450000 0.000225
81400 0.440000 0.000220
81500 0.450000 0.000225
81600 0.450000 0.000225
81700 0.450000 0.000225
81800 0.450000 0.000225
81900 0.450000 0.000225
82000 0.450000 0.000225
82100 0.460000 0.000230
82200 0.450000 0.000225
82300 0.460000 0.000230
82400 0.450000 0.000225
82500 0.460000 0.000230
82600 0.450000 0.000225
82700 0.460000 0.000230
82800 0.460000 0.000230
82900 0.460000 0.000230
83000 0.460000 0.000230
83100 0.450000 0.000225
83200 0.460000 0.000230
83300 0.460000 0.000230
83400 0.460000 0.000230
83500 0.460000 0.000230
83600 0.460000 0.000230
83700 0.460000 0.000230
83800 0.460000 0.000230
83900 0.460000 0.000230
84000 0.460000 0.000230
84100 0.470000 0.000235
84200 0.460000 0.000230
84300 0.460000 0.000230
84400 0.460000 0.000230
84500 0.460000 0.000230
84600 0.460000 0.000230
84700 0.470000 0.000235
84800 0.460000 0.000230
84900 0.470000 0.000235
85000 0.460000 0.000230
85100 0.470000 0.000235
85200 0.470000 0.000235
85300 0.460000 0.000230
85400 0.470000 0.000235
85500 0.470000 0.000235
85600 0.470000 0.000235
85700 0.470000 0.000235
85800 0.470000 0.000235
85900 0.470000 0.000235
86000 0.470000 0.000235
86100 0.470000 0.000235
86200 0.470000 0.000235
86300 0.480000 0.000240
86400 0.470000 0.000235
86500 0.480000 0.000240
86600 0.480000 0.000240
86700 0.480000 0.000240
86800 0.480000 0.000240
86900 0.480000 0.000240
87000 0.480000 0.000240
87100 0.480000 0.000240
87200 0.480000 0.000240
87300 0.480000 0.000240
87400 0.480000 0.000240
87500 0.480000 0.000240
87600 0.490000 0.000245
87700 0.480000 0.000240
87800 0.480000 0.000240
87900 0.480000 0.000240
88000 0.490000 0.000245
88100 0.480000 0.000240
88200 0.480000 0.000240
88300 0.490000 0.000245
88400 0.480000 0.000240
88500 0.490000 0.000245
88600 0.480000 0.000240
88700 0.490000 0.000245
88800 0.480000 0.000240
88900 0.490000 0.000245
89000 0.490000 0.000245
89100 0.490000 0.000245
89200 0.480000 0.000240
89300 0.490000 0.000245
89400 0.490000 0.000245
89500 0.490000 0.000245
89600 0.490000 0.000245
89700 0.490000 0.000245
89800 0.500000 0.000250
89900 0.490000 0.000245
90000 0.490000 0.000245
90100 0.500000 0.000250
90200 0.490000 0.000245
90300 0.500000 0.000250
90400 0.490000 0.000245
90500 0.500000 0.000250
90600 0.500000 0.000250
90700 0.510000 0.000255
90800 0.510000 0.000255
90900 0.500000 0.000250
91000 0.500000 0.000250
91100 0.500000 0.000250
91200 0.510000 0.000255
91300 0.500000 0.000250
91400 0.510000 0.000255
91500 0.500000 0.000250
91600 0.510000 0.000255
91700 0.500000 0.000250
91800 0.500000 0.000250
91900 0.510000 0.000255
92000 0.500000 0.000250
92100 0.510000 0.000255
92200 0.500000 0.000250
92300 0.510000 0.000255
92400 0.500000 0.000250
92500 0.510000 0.000255
92600 0.510000 0.000255
92700 0.500000 0.000250
92800 0.500000 0.000250
92900 0.510000 0.000255
93000 0.510000 0.000255
93100 0.510000 0.000255
93200 0.510000 0.000255
93300 0.500000 0.000250
93400 0.510000 0.000255
93500 0.510000 0.000255
93600 0.510000 0.000255
93700 0.510000 0.000255
93800 0.510000 0.000255
93900 0.510000 0.000255
94000 0.520000 0.000260
94100 0.510000 0.000255
94200 0.520000 0.000260
94300 0.520000 0.000260
94400 0.510000 0.000255
94500 0.520000 0.000260
94600 0.520000 0.000260
94700 0.520000 0.000260
94800 0.520000 0.000260
94900 0.520000 0.000260
95000 0.520000 0.000260
95100 0.520000 0.000260
95200 0.520000 0.000260
95300 0.520000 0.000260
95400 0.520000 0.000260
95500 0.520000 0.000260
95600 0.520000 0.000260
95700 0.520000 0.000260
95800 0.520000 0.000260
95900 0.520000 0.000260
96000 0.520000 0.000260
96100 0.520000 0.000260
96200 0.520000 0.000260
96300 0.520000 0.000260
96400 0.530000 0.000265
96500 0.520000 0.000260
96600 0.520000 0.000260
96700 0.520000 0.000260
96800 0.520000 0.000260
96900 0.530000 0.000265
97000 0.520000 0.000260
97100 0.520000 0.000260
97200 0.530000 0.000265
97300 0.520000 0.000260
97400 0.530000 0.000265
97500 0.530000 0.000265
97600 0.520000 0.000260
97700 0.520000 0.000260
97800 0.530000 0.000265
97900 0.530000 0.000265
98000 0.530000 0.000265
98100 0.530000 0.000265
98200 0.530000 0.000265
98300 0.540000 0.000270
98400 0.530000 0.000265
98500 0.540000 0.000270
98600 0.530000 0.000265
98700 0.540000 0.000270
98800 0.540000 0.000270
98900 0.540000 0.000270
99000 0.540000 0.000270
99100 0.530000 0.000265
99200 0.540000 0.000270
99300 0.540000 0.000270
99400 0.540000 0.000270
99500 0.540000 0.000270
99600 0.540000 0.000270
99700 0.550000 0.000275
99800 0.540000 0.000270
99900 0.540000 0.000270
100000 0.070000 0.000350
200000 0.120000 0.000600
300000 0.190000 0.000950
400000 0.250000 0.001250
500000 0.330000 0.001650
600000 0.410000 0.002050
700000 0.530000 0.002650
800000 0.650000 0.003250
900000 0.680000 0.003400
1000000 0.770000 0.003850
1100000 0.940000 0.004700
1200000 1.030000 0.005150
1300000 1.130000 0.005650
1400000 1.220000 0.006100
1500000 1.300000 0.006500
1600000 1.400000 0.007000
1700000 1.480000 0.007400
1800000 1.570000 0.007850
1900000 1.640000 0.008200
2000000 1.740000 0.008700
2100000 1.830000 0.009150
2200000 1.910000 0.009550
2300000 1.970000 0.009850
2400000 2.070000 0.010350
2500000 2.160000 0.010800
2600000 2.280000 0.011400
2700000 2.330000 0.011650
2800000 2.450000 0.012250
2900000 2.500000 0.012500
3000000 2.610000 0.013050
3100000 2.710000 0.013550
3200000 2.780000 0.013900
3300000 2.850000 0.014250
3400000 2.880000 0.014400
3500000 2.990000 0.014950
3600000 3.080000 0.015400
3700000 3.180000 0.015900
3800000 3.330000 0.016650
3900000 3.330000 0.016650
4000000 3.280000 0.016400
4100000 3.470000 0.017350
4200000 3.570000 0.017850
4300000 3.650000 0.018250
4400000 3.820000 0.019100
4500000 3.830000 0.019150
4600000 3.920000 0.019600
4700000 4.000000 0.020000
4800000 4.070000 0.020350
4900000 4.190000 0.020950
5000000 4.320000 0.021600
5100000 4.350000 0.021750
5200000 4.470000 0.022350
5300000 4.610000 0.023050
5400000 4.640000 0.023200
5500000 4.680000 0.023400
5600000 4.870000 0.024350
5700000 4.900000 0.024500
5800000 4.980000 0.024900
5900000 5.180000 0.025900
6000000 5.080000 0.025400
6100000 5.230000 0.026150
6200000 5.300000 0.026500
6300000 5.460000 0.027300
6400000 5.500000 0.027500
6500000 5.490000 0.027450
6600000 5.760000 0.028800
6700000 5.870000 0.029350
6800000 5.890000 0.029450
6900000 5.930000 0.029650
7000000 5.930000 0.029650
7100000 6.020000 0.030100
